Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2013-02-12,INFY,EQ,2792.05,2770.0,2774.1,2741.75,2756.55,2755.25,2753.7,555299,152912953935000.0,45045,379010,0.6825
2013-02-13,INFY,EQ,2755.25,2757.0,2797.15,2745.0,2783.0,2789.55,2782.38,790361,219908573930000.03,38695,509982,0.6453
2013-02-14,INFY,EQ,2789.55,2794.4,2828.0,2794.35,2810.0,2812.75,2815.77,861750,242649105625000.0,54690,590742,0.6855
2013-02-15,INFY,EQ,2812.75,2790.0,2808.5,2776.3,2779.3,2788.6,2791.6,649282,181253824295000.0,46586,505981,0.7793000000000001
2013-02-18,INFY,EQ,2788.6,2783.0,2786.7,2763.0,2780.0,2780.1,2776.52,344348,95608766685000.0,33389,246803,0.7167
2013-02-19,INFY,EQ,2780.1,2780.1,2825.0,2767.05,2821.0,2820.45,2801.94,580418,162629658725000.0,29460,395386,0.6812
2013-02-20,INFY,EQ,2820.45,2825.25,2832.35,2808.5,2819.05,2819.45,2819.19,693153,195412685150000.0,32823,519223,0.7491
2013-02-21,INFY,EQ,2819.45,2801.6,2819.9,2793.15,2801.25,2807.8,2809.8,694843,195236976675000.0,36691,531848,0.7654000000000001
2013-02-22,INFY,EQ,2807.8,2798.7,2855.0,2797.1,2839.0,2840.55,2842.46,1087942,309242878615000.0,58474,766654,0.7047
2013-02-25,INFY,EQ,2840.55,2870.0,2922.0,2867.6,2919.7,2917.8,2905.54,1307206,379813343820000.0,79554,846892,0.6479
2013-02-26,INFY,EQ,2917.8,2916.0,2969.4,2916.0,2969.0,2959.8,2946.36,1521693,448346008035000.06,134905,1160279,0.7625000000000001
2013-02-27,INFY,EQ,2959.8,2948.0,2948.0,2902.1,2920.0,2910.55,2918.42,878720,256447512040000.0,59278,631984,0.7192000000000001
2013-02-28,INFY,EQ,2910.55,2915.3,2935.85,2885.4,2916.15,2907.0,2910.69,1476013,429622121810000.06,72587,1064731,0.7214
2013-03-01,INFY,EQ,2907.0,2914.0,2961.4,2892.0,2925.0,2913.8,2920.84,1051829,307222857800000.0,65565,711525,0.6765000000000001
2013-03-04,INFY,EQ,2913.8,2926.0,2942.5,2872.15,2905.0,2903.45,2903.79,1263540,366904887960000.0,78769,940854,0.7445999999999999
2013-03-05,INFY,EQ,2903.45,2924.55,2939.4,2913.25,2920.0,2921.3,2924.39,896493,262169712200000.0,58382,681805,0.7605
2013-03-06,INFY,EQ,2921.3,2947.0,2976.7,2926.25,2972.0,2970.1,2963.98,1525685,452209984895000.0,58043,1213475,0.7954000000000001
2013-03-07,INFY,EQ,2970.1,2981.25,3009.8,2980.0,3006.0,3004.35,2999.2,1714420,514189423855000.0,113033,1327402,0.7743000000000001
2013-03-08,INFY,EQ,3004.35,2988.0,2989.0,2957.25,2970.5,2970.25,2970.84,770362,228862237055000.03,39215,491975,0.6386000000000001
2013-03-11,INFY,EQ,2970.25,2981.8,2990.0,2930.0,2947.0,2945.75,2946.93,608270,179252967690000.0,50589,377752,0.621
2013-03-12,INFY,EQ,2945.75,2940.0,2944.7,2912.0,2912.0,2918.1,2920.96,714257,208631793485000.0,56232,493835,0.6914
2013-03-13,INFY,EQ,2918.1,2890.0,2890.0,2850.1,2858.15,2863.45,2864.84,1341267,384251523140000.0,62917,916157,0.6831
2013-03-14,INFY,EQ,2863.45,2866.0,2888.9,2842.9,2878.75,2874.1,2869.8,1041540,298901641020000.0,63511,719432,0.6907
2013-03-15,INFY,EQ,2874.1,2876.35,2911.65,2868.05,2877.9,2878.25,2887.43,907599,262062748869999.97,45199,468683,0.5164
2013-03-18,INFY,EQ,2878.25,2866.25,2890.0,2851.0,2859.0,2860.75,2868.11,805853,231127864130000.03,35343,528706,0.6561
2013-03-19,INFY,EQ,2860.75,2875.0,2886.2,2841.1,2860.45,2856.0,2862.86,1497018,428575011625000.0,77445,1082097,0.7228
2013-03-20,INFY,EQ,2856.0,2864.8,2874.7,2827.55,2871.55,2865.65,2847.07,1124330,320104890885000.0,64716,763801,0.6793000000000001
2013-03-21,INFY,EQ,2865.65,2883.0,2894.5,2862.0,2875.0,2872.8,2877.91,1242510,357583106785000.0,79563,995929,0.8015000000000001
2013-03-22,INFY,EQ,2872.8,2849.95,2875.5,2830.0,2860.0,2863.2,2858.04,921286,263307520055000.03,72423,625548,0.679
2013-03-25,INFY,EQ,2863.2,2845.2,2865.0,2832.65,2851.3,2852.75,2849.14,629607,179383716760000.0,42722,469956,0.7464000000000001
2013-03-26,INFY,EQ,2852.75,2845.0,2869.65,2834.0,2852.8,2854.55,2852.09,426948,121769546145000.0,34280,283799,0.6647
2013-03-28,INFY,EQ,2854.55,2865.0,2896.95,2851.2,2885.0,2889.35,2885.67,1543506,445404972705000.0,53093,1145898,0.7424
2013-04-01,INFY,EQ,2889.35,2910.75,2953.55,2910.75,2939.5,2944.2,2938.07,927755,272580713769999.97,82593,717087,0.7729
2013-04-02,INFY,EQ,2944.2,2930.0,2989.7,2914.85,2962.5,2969.05,2960.36,1215111,359716785435000.0,123726,958639,0.7889
2013-04-03,INFY,EQ,2969.05,2948.9,2999.55,2948.0,2957.0,2968.45,2976.55,1044434,310880814045000.0,47275,771587,0.7388
2013-04-04,INFY,EQ,2968.45,2945.0,2949.15,2872.05,2880.0,2880.05,2896.01,937495,271499740025000.0,66788,548797,0.5854
2013-04-05,INFY,EQ,2880.05,2879.0,2899.0,2850.0,2853.0,2865.85,2877.82,546620,157307171080000.0,39494,277507,0.5077
2013-04-08,INFY,EQ,2865.85,2850.0,2873.65,2827.25,2833.2,2831.9,2843.12,464545,132075519759999.98,53260,298617,0.6428
2013-04-09,INFY,EQ,2831.9,2833.55,2838.95,2756.25,2770.0,2766.35,2789.08,1355082,377942730020000.0,54872,828653,0.6115
2013-04-10,INFY,EQ,2766.35,2803.0,2827.8,2776.25,2805.2,2815.65,2802.16,818952,229483201780000.03,82876,447142,0.546
2013-04-11,INFY,EQ,2815.65,2866.5,2935.6,2834.9,2915.0,2916.7,2888.71,2127334,614524089785000.0,130504,1231846,0.5791
2013-04-12,INFY,EQ,2916.7,2625.05,2625.05,2268.7,2273.05,2296.65,2364.91,12253468,2897833300695000.0,567605,4897747,0.3997
2013-04-15,INFY,EQ,2296.65,2290.0,2357.0,2204.0,2325.9,2339.05,2282.55,8319997,1899082689825000.0,371091,3479906,0.4183
2013-04-16,INFY,EQ,2339.05,2319.0,2326.0,2287.0,2293.0,2296.25,2305.03,1787717,412073648795000.0,118241,786281,0.43979999999999997
2013-04-17,INFY,EQ,2296.25,2300.0,2311.95,2250.0,2280.05,2283.85,2284.8,1893643,432659477814999.94,104715,955487,0.5046
2013-04-18,INFY,EQ,2283.85,2286.4,2323.0,2281.3,2295.0,2295.7,2295.33,1653046,379429372930000.0,80184,1099129,0.6648999999999999
2013-04-22,INFY,EQ,2295.7,2291.6,2293.0,2223.55,2245.0,2244.55,2246.4,1925161,432467950260000.06,108159,1268303,0.6587999999999999
2013-04-23,INFY,EQ,2244.55,2250.0,2270.6,2244.4,2261.0,2262.25,2259.82,983745,222308398475000.0,77747,568378,0.5778
2013-04-25,INFY,EQ,2262.25,2248.0,2250.0,2223.15,2233.0,2227.7,2235.21,1720293,384521520010000.0,90760,1135846,0.6603
2013-04-26,INFY,EQ,2227.7,2220.1,2237.8,2202.5,2210.05,2212.0,2212.66,1391198,307824826885000.0,116197,952618,0.6847
2013-04-29,INFY,EQ,2212.0,2206.0,2248.8,2186.0,2231.05,2229.3,2227.53,1120710,249642026794999.97,90238,665348,0.5937
2013-04-30,INFY,EQ,2229.3,2234.0,2242.35,2222.2,2232.0,2235.45,2231.49,1105090,246599343555000.03,69002,754091,0.6824
2013-05-02,INFY,EQ,2235.45,2236.0,2291.45,2236.0,2288.0,2286.7,2278.29,1172023,267021276655000.03,82309,746107,0.6365999999999999
2013-05-03,INFY,EQ,2286.7,2296.75,2324.0,2278.2,2309.0,2307.95,2310.02,1139649,263261222450000.0,80773,741464,0.6506000000000001
2013-05-06,INFY,EQ,2307.95,2315.0,2345.0,2315.0,2341.0,2341.1,2337.34,750013,175303348935000.0,43539,531496,0.7086
2013-05-07,INFY,EQ,2341.1,2350.0,2355.0,2324.75,2347.15,2348.8,2344.55,872888,204652752670000.0,49339,627188,0.7184999999999999
2013-05-08,INFY,EQ,2348.8,2365.0,2380.0,2338.05,2355.1,2350.65,2352.49,909794,214027883340000.0,44523,627236,0.6894
2013-05-09,INFY,EQ,2350.65,2351.9,2368.9,2350.0,2363.3,2361.4,2361.22,570178,134631425520000.0,39378,394208,0.6914
2013-05-10,INFY,EQ,2361.4,2362.1,2385.0,2357.1,2371.0,2371.55,2371.49,566755,134405477820000.0,40928,343930,0.6068
2013-05-11,INFY,EQ,2371.55,2360.1,2370.0,2351.1,2359.0,2361.95,2363.22,25804,6098055555000.0,1709,12661,0.4907
2013-05-13,INFY,EQ,2361.95,2355.0,2362.15,2330.3,2339.6,2339.6,2340.82,626870,146739084390000.0,34655,478311,0.763
2013-05-14,INFY,EQ,2339.6,2337.3,2370.8,2337.3,2350.0,2350.05,2353.31,560556,131916299765000.02,37134,427243,0.7622
2013-05-15,INFY,EQ,2350.05,2353.0,2372.7,2347.4,2352.0,2360.45,2356.24,1111647,261930567319999.97,64802,781934,0.7034
2013-05-16,INFY,EQ,2360.45,2353.5,2359.8,2313.25,2334.0,2332.6,2332.64,873969,203865931270000.0,47181,538455,0.6161
2013-05-17,INFY,EQ,2332.6,2336.9,2369.0,2335.0,2352.0,2351.75,2350.36,803969,188962031875000.0,43520,538848,0.6702
2013-05-20,INFY,EQ,2351.75,2346.0,2383.0,2344.0,2376.8,2372.05,2371.74,1094786,259654240185000.0,55829,811405,0.7412000000000001
2013-05-21,INFY,EQ,2372.05,2370.2,2417.05,2366.95,2397.3,2397.6,2397.54,707516,169629474305000.0,46400,405231,0.5728
2013-05-22,INFY,EQ,2397.6,2400.0,2433.0,2378.25,2383.1,2385.3,2404.87,780709,187750393050000.0,58145,481666,0.617
2013-05-23,INFY,EQ,2385.3,2376.0,2419.25,2356.15,2356.65,2359.85,2377.74,637573,151598296040000.0,52435,341330,0.5354
2013-05-24,INFY,EQ,2359.85,2361.6,2385.0,2334.0,2360.0,2347.9,2347.95,461081,108259461775000.0,27141,263286,0.5710000000000001
2013-05-27,INFY,EQ,2347.9,2341.2,2386.0,2330.3,2362.0,2372.7,2361.06,415646,98136428310000.0,30803,212308,0.5108
2013-05-28,INFY,EQ,2372.7,2370.0,2380.0,2353.65,2362.2,2366.2,2365.8,529369,125237857134999.98,35470,349966,0.6611
2013-05-29,INFY,EQ,2366.2,2370.0,2391.0,2333.0,2346.0,2352.4,2358.76,645816,152332348385000.0,27765,403917,0.6254
2013-05-30,INFY,EQ,2352.4,2333.5,2348.65,2316.5,2340.0,2341.45,2337.54,792329,185210435295000.0,45818,605627,0.7644
2013-05-31,INFY,EQ,2341.45,2342.0,2434.9,2342.0,2404.0,2411.7,2396.54,2312288,554148027330000.0,120841,1670794,0.7226
2013-06-03,INFY,EQ,2411.7,2525.0,2625.0,2475.15,2508.1,2514.1,2545.39,4151906,1056823370415000.0,198328,1874686,0.4515
2013-06-04,INFY,EQ,2514.1,2490.0,2519.45,2463.6,2490.1,2495.9,2494.61,1464320,365291221325000.0,75949,809956,0.5531
2013-06-05,INFY,EQ,2495.9,2480.0,2490.2,2455.0,2463.0,2461.25,2472.62,634848,156974101655000.0,32566,351380,0.5535
2013-06-06,INFY,EQ,2461.25,2450.0,2454.65,2415.9,2418.1,2429.65,2434.32,938654,228498011785000.0,66292,678737,0.7231000000000001
2013-06-07,INFY,EQ,2429.65,2425.0,2472.9,2420.0,2450.5,2446.8,2450.17,827271,202695597525000.0,56804,411760,0.49770000000000003
2013-06-10,INFY,EQ,2446.8,2460.0,2498.0,2457.2,2488.7,2486.75,2482.88,536130,133114654265000.02,31804,271907,0.5072
2013-06-11,INFY,EQ,2486.75,2490.0,2514.5,2465.85,2472.0,2475.5,2491.13,744713,185517413865000.0,33670,353527,0.4747
2013-06-12,INFY,EQ,2475.5,2462.25,2506.4,2412.85,2430.4,2421.35,2455.56,740911,181935030215000.0,41403,384656,0.5192
2013-06-13,INFY,EQ,2421.35,2424.0,2425.0,2375.0,2377.0,2379.9,2391.53,519291,124190033000000.0,28646,264735,0.5098
2013-06-14,INFY,EQ,2379.9,2391.7,2409.0,2377.15,2398.0,2394.95,2395.15,698008,167183199165000.0,54930,447863,0.6416
2013-06-17,INFY,EQ,2394.95,2411.45,2426.0,2394.85,2421.0,2422.6,2414.5,340063,82108307195000.0,24004,184214,0.5417000000000001
2013-06-18,INFY,EQ,2422.6,2430.0,2460.0,2424.7,2456.0,2446.55,2444.19,535613,130913829495000.0,36006,303411,0.5665
2013-06-19,INFY,EQ,2446.55,2446.0,2448.7,2407.3,2445.1,2438.35,2426.33,729604,177025727130000.0,46778,440686,0.604
2013-06-20,INFY,EQ,2438.35,2428.0,2448.0,2342.75,2375.0,2369.1,2403.1,850366,204351221345000.0,49540,425130,0.4999
2013-06-21,INFY,EQ,2369.1,2370.6,2432.0,2370.6,2403.0,2418.75,2402.92,770171,185065982015000.0,48897,443971,0.5765
2013-06-24,INFY,EQ,2418.75,2402.5,2403.25,2351.9,2382.8,2380.4,2376.33,917069,217926151660000.0,51157,635919,0.6934
2013-06-25,INFY,EQ,2380.4,2380.0,2386.85,2345.0,2373.0,2373.9,2371.2,723830,171634563345000.0,36556,464196,0.6413
2013-06-26,INFY,EQ,2373.9,2391.6,2414.6,2371.65,2405.0,2399.4,2395.06,695904,166673227030000.0,45279,464167,0.667
2013-06-27,INFY,EQ,2399.4,2421.0,2499.95,2412.6,2467.15,2482.8,2461.74,1333868,328363906060000.0,64978,781536,0.5859000000000001
2013-06-28,INFY,EQ,2482.8,2471.2,2507.75,2424.0,2493.0,2498.85,2471.35,1463424,361663371660000.0,79414,870687,0.595
2013-07-01,INFY,EQ,2498.85,2469.0,2473.5,2441.1,2443.0,2451.0,2458.78,526135,129364896959999.98,39596,312121,0.5932000000000001
2013-07-02,INFY,EQ,2451.0,2448.1,2463.55,2400.0,2408.2,2403.95,2423.69,638854,154838105855000.0,39128,355109,0.5559000000000001
